artist_name,instagram_input,instagram_handle,instagram_url,instagram_followers,facebook_input,facebook_handle,facebook_url,facebook_followers,twitter_input,twitter_handle,twitter_url,twitter_followers
Michael Fisher,Michael Fisher,"","",,,"","",,,"","",
Hamid Saeb,,"","",,www.facebook.com/hamidsaebmusic,hamidsaebmusic,http://www.facebook.com/hamidsaebmusic,220,,"","",
Devin Davy,,"","",,,"","",,,"","",
TheGreatTK,www.instagram.com/thegreattk,thegreattk,http://www.instagram.com/thegreattk,JSON failed to parse,www.facebook.com/thegreattk7,thegreattk7,http://www.facebook.com/thegreattk7,101,@TheGreatTK,TheGreatTK,http://www.twitter.com/TheGreatTK,556
T.Roy & The Adapters,,"","",,,"","",,,"","",
G.A Daniel,www.instagram.com/ga_daniel,ga_daniel,http://www.instagram.com/ga_daniel,2435,www.facebook.com/gadaniel,gadaniel,http://www.facebook.com/gadaniel,No elements matched,@gadaniel44,gadaniel44,http://www.twitter.com/gadaniel44,29
davyd,instagram.com/kungfukilt,kungfukilt,http://www.instagram.com/kungfukilt,JSON failed to parse,,"","",,,"","",
Relly Dayz,@rellydayz,rellydayz,http://www.instagram.com/rellydayz,115,,"","",,,"","",
Jeff Carter,,"","",,,"","",,,"","",
Rockit Writer,https://instagram.com/rockitwriter,rockitwriter,http://www.instagram.com/rockitwriter,404 Not Found,https://facebook.com/rockitwriterla,rockitwriterla,http://www.facebook.com/rockitwriterla,No elements matched,@rockitwriter,rockitwriter,http://www.twitter.com/rockitwriter,61
Josh Allen,Josh Allen,"","",,https://www.facebook.com/JoshAllenBandHelltown/,JoshAllenBandHelltown,http://www.facebook.com/JoshAllenBandHelltown,347,,"","",
Mikel Nize,Mikel Castro,"","",,,"","",,,"","",
Tyler Bellucci,,"","",,,"","",,,"","",
Gina Tarée,www.instagram.com/GinaTaree,GinaTaree,http://www.instagram.com/GinaTaree,404 Not Found,www.facebook.com/ginataree,ginataree,http://www.facebook.com/ginataree,499,,"","",
Beautiful aka Bella Marley,www.instagram/bellamarley,bellamarley,http://www.instagram.com/bellamarley,71,www.facebook/bellamarley,bellamarley,http://www.facebook.com/bellamarley,No elements matched,@bellamarley,bellamarley,http://www.twitter.com/bellamarley,1
Twenty,www.instagram.com/twentytapes,twentytapes,http://www.instagram.com/twentytapes,JSON failed to parse,http://www.facebook.com/therealtwenty,therealtwenty,http://www.facebook.com/therealtwenty,404 Not Found,@TWENTYtapes,TWENTYtapes,http://www.twitter.com/TWENTYtapes,0
GT,,"","",,https://www.facebook.com/goji.tanabe,goji.tanabe,http://www.facebook.com/goji.tanabe,No elements matched,,"","",
Interphase,,"","",,,"","",,,"","",
GALLEON ... Atlanta's Unknown Supergroup!,,"","",,http://www.facebook.com/galleonrocks,galleonrocks,http://www.facebook.com/galleonrocks,153,@galleonmaster,galleonmaster,http://www.twitter.com/galleonmaster,60
Javier Bonilla,https://www.instagram.com/jaof_sadboi/,jaof_sadboi,http://www.instagram.com/jaof_sadboi,246,,"","",,,"","",
Dexter Carlson,,"","",,,"","",,,"","",
Alex Candlestick,www.instagram.com/alexander_candlestick/,alexander_candlestick,http://www.instagram.com/alexander_candlestick,404 Not Found,,"","",,,"","",
Tyrone (Boldbeatsent.),"www,instagram.com/xboldbeats",xboldbeats,http://www.instagram.com/xboldbeats,2297,www.facebook.com/noldbeatsent,noldbeatsent,http://www.facebook.com/noldbeatsent,404 Not Found,@strongarmfamily,strongarmfamily,http://www.twitter.com/strongarmfamily,275
Richie Tharpe,https://instagram.com/richiestunes,richiestunes,http://www.instagram.com/richiestunes,JSON failed to parse,https://www.facebook.com/richieistrucknutz/,richieistrucknutz,http://www.facebook.com/richieistrucknutz,176,@richieistrucknutz,richieistrucknutz,http://www.twitter.com/richieistrucknutz,404 Not Found
Through the Glass - J. Westerman,,"","",,https://www.facebook.com/PassingLaneMusic/,PassingLaneMusic,http://www.facebook.com/PassingLaneMusic,68,https://twitter.com/passinglanemus,passinglanemus,http://www.twitter.com/passinglanemus,1
Ceeb Dread,,"","",,https://www.facebook.com/eric.claybourne/,eric.claybourne,http://www.facebook.com/eric.claybourne,3235,@ceebdread,ceebdread,http://www.twitter.com/ceebdread,1
Donnie Mayer,,"","",,www.facebook.com/donniemayer,donniemayer,http://www.facebook.com/donniemayer,No elements matched,www.twitter.com/donniemayer,donniemayer,http://www.twitter.com/donniemayer,493
Casey Lane,www.instagram.com/caseylaaa,caseylaaa,http://www.instagram.com/caseylaaa,JSON failed to parse,,"","",,,"","",
Doc Suess,www.instagram.com/DocSuessMusic,DocSuessMusic,http://www.instagram.com/DocSuessMusic,3532,www.facebook.com/DocSuessMusic,DocSuessMusic,http://www.facebook.com/DocSuessMusic,4387,@DocSuessMusic,DocSuessMusic,http://www.twitter.com/DocSuessMusic,1
BEARZE,www.instagram.com/bearze_w.o.m.e.n,bearze_w.o.m.e.n,http://www.instagram.com/bearze_w.o.m.e.n,18,www.facebook.com/bzwomen,bzwomen,http://www.facebook.com/bzwomen,No elements matched,@bearzeworld,bearzeworld,http://www.twitter.com/bearzeworld,44
Max Williams,www.instagram.com/musicianmaxwilliams,musicianmaxwilliams,http://www.instagram.com/musicianmaxwilliams,81,www.facebook.com/musicianmaxwilliams/,musicianmaxwilliams,http://www.facebook.com/musicianmaxwilliams,258,,"","",
James Dean Cotton,,"","",,,"","",,,"","",
The Soapbox Salute,instagram.com/thesoapboxsalute,thesoapboxsalute,http://www.instagram.com/thesoapboxsalute,289,www.facebook.com/thesoapboxsalute,thesoapboxsalute,http://www.facebook.com/thesoapboxsalute,82,@soapboxsalute,soapboxsalute,http://www.twitter.com/soapboxsalute,19
Rick Lally,,"","",,www.facebook.com/RickLallyMusic,RickLallyMusic,http://www.facebook.com/RickLallyMusic,895,@RicksArts,RicksArts,http://www.twitter.com/RicksArts,2
Carol Batchelor- da Batchelor Party,Instagram.com/carolbatchelor,carolbatchelor,http://www.instagram.com/carolbatchelor,1,Facebook.com/dabatchelorparty ,"","",,@cbatchpdx,cbatchpdx,http://www.twitter.com/cbatchpdx,2
3 Bricks Shy,,"","",,www.facebook.com/ThreeBricksShy,ThreeBricksShy,http://www.facebook.com/ThreeBricksShy,No elements matched,@3BricksShyBand,3BricksShyBand,http://www.twitter.com/3BricksShyBand,404 Not Found
SUGOI,,"","",,,"","",,,"","",
Leon ZAI ,www.instagram.com/iamleonzai,iamleonzai,http://www.instagram.com/iamleonzai,1977,www.facebook.com/iamleonzai,iamleonzai,http://www.facebook.com/iamleonzai,378,@iamleonzai,iamleonzai,http://www.twitter.com/iamleonzai,204
Nina,,"","",,,"","",,,"","",
Darin Jellison,www.instagram.com/darinjellisonmusic,darinjellisonmusic,http://www.instagram.com/darinjellisonmusic,394,www.facebook.com/darinjellisonmusic,darinjellisonmusic,http://www.facebook.com/darinjellisonmusic,220,@jellibones,jellibones,http://www.twitter.com/jellibones,68
Warm Glass,www.instagram.com/warmglassmusic,warmglassmusic,http://www.instagram.com/warmglassmusic,48,www.facebook.com/warmglassmusic,warmglassmusic,http://www.facebook.com/warmglassmusic,94,@warmglassmusic,warmglassmusic,http://www.twitter.com/warmglassmusic,3
Sarina Sangabriel,sarinasangabriel,sarinasangabriel,http://www.instagram.com/sarinasangabriel,201,,"","",,@sarinamarie14,sarinamarie14,http://www.twitter.com/sarinamarie14,14
Kid Nebraska,www.instagram.com/kid.nebraska,kid.nebraska,http://www.instagram.com/kid.nebraska,358,www.facebook.com/kidnebraska,kidnebraska,http://www.facebook.com/kidnebraska,479,,"","",
Amber Stallworth,https://www.instagram.com/amber.stallworth/,amber.stallworth,http://www.instagram.com/amber.stallworth,618,https://www.facebook.com/amber.stallworth.96,amber.stallworth.96,http://www.facebook.com/amber.stallworth.96,No elements matched,@StallworthAmber,StallworthAmber,http://www.twitter.com/StallworthAmber,40
Mark Genesis,www.instagram.com/mrkgenesis,mrkgenesis,http://www.instagram.com/mrkgenesis,128,www.facebook.com/markthegenesis,markthegenesis,http://www.facebook.com/markthegenesis,34,www.twitter.com/mrkgenesis,mrkgenesis,http://www.twitter.com/mrkgenesis,532
Son of Elsa,,"","",,,"","",,,"","",
Jeffrey Gilliam,,"","",,https://www.facebook.com/pages/Jeffrey-Gilliam/174721225978,174721225978,http://www.facebook.com/174721225978,117,@jtgilliam,jtgilliam,http://www.twitter.com/jtgilliam,302
Bob Jeter ,https://www.instagram.com/bobjeter/,bobjeter,http://www.instagram.com/bobjeter,1345,https://www.facebook.com/jeternthejets,jeternthejets,http://www.facebook.com/jeternthejets,404 Not Found,https://twitter.com/jeternthejets,jeternthejets,http://www.twitter.com/jeternthejets,404 Not Found
Cortney Matz,www.instagram.com/cortneymatz,cortneymatz,http://www.instagram.com/cortneymatz,676,www.facebook.com/cortneymatzmusic,cortneymatzmusic,http://www.facebook.com/cortneymatzmusic,6446,,"","",
The John Michael Experiment,Mike Barbiere,"","",,,"","",,,"","",
Dena Monticone,,"","",,,"","",,,"","",
Clint B,www.instgram.com/slyber232232,slyber232232,http://www.instagram.com/slyber232232,404 Not Found,www.facebook.com/countrysing,countrysing,http://www.facebook.com/countrysing,404 Not Found,@ClintBCountry,ClintBCountry,http://www.twitter.com/ClintBCountry,11
Mark IV,,"","",,https://www.facebook.com/Mark-IV-Music-465687740367/,Mark-IV-Music-465687740367,http://www.facebook.com/Mark-IV-Music-465687740367,149,,"","",
Jack Fox,,"","",,https://www.facebook.com/Jack-Fox-Music-Page-1028536080500014/,Jack-Fox-Music-Page-1028536080500014,http://www.facebook.com/Jack-Fox-Music-Page-1028536080500014,82,,"","",
Maddie McGwire,Maddie Adkins,"","",,,"","",,@maddiemcgwire,maddiemcgwire,http://www.twitter.com/maddiemcgwire,404 Not Found
Public Transit Tales,publictransittales,publictransittales,http://www.instagram.com/publictransittales,17,ptt,ptt,http://www.facebook.com/ptt,404 Not Found,Ptt,Ptt,http://www.twitter.com/Ptt,0
Bob Schembre,,"","",,https://www.facebook.com/AcousticClassicsOnTap/,AcousticClassicsOnTap,http://www.facebook.com/AcousticClassicsOnTap,404 Not Found,,"","",
After Ours ,www.instagram.com/afteroursband,afteroursband,http://www.instagram.com/afteroursband,1398,www.facebook.com/afteroursband,afteroursband,http://www.facebook.com/afteroursband,1924,@afteroursband,afteroursband,http://www.twitter.com/afteroursband,39
Buffalo Corpse,,"","",,,"","",,,"","",
The Easy Get Out,,"","",,,"","",,,"","",
Sin Embargo,https://www.instagram.com/sinembargoband/,sinembargoband,http://www.instagram.com/sinembargoband,404 Not Found,https://www.facebook.com/SinEmbargoBand/,SinEmbargoBand,http://www.facebook.com/SinEmbargoBand,404 Not Found,@SinEmbargoBand,SinEmbargoBand,http://www.twitter.com/SinEmbargoBand,42
Christopher Coles,,"","",,,"","",,,"","",
RJ Griffith,https://www.instagram.com/rjgmusic,rjgmusic,http://www.instagram.com/rjgmusic,5331,https://www.facebook.com/rjgmusic,rjgmusic,http://www.facebook.com/rjgmusic,1659,@rjgmusic,rjgmusic,http://www.twitter.com/rjgmusic,2
Tom O'Donnell,,"","",,TomODonnellFolksinger3,TomODonnellFolksinger3,http://www.facebook.com/TomODonnellFolksinger3,795,,"","",
joe corrt project,,"","",,,"","",,,"","",
Darien Virgo,instagram.com/lastnamevirgo,lastnamevirgo,http://www.instagram.com/lastnamevirgo,575,,"","",,@lastnamevirgo,lastnamevirgo,http://www.twitter.com/lastnamevirgo,474
Jig Tree,www.instagram.com/jigtreeband,jigtreeband,http://www.instagram.com/jigtreeband,123,www.facebook.com/jigtree,jigtree,http://www.facebook.com/jigtree,No elements matched,@treejig,treejig,http://www.twitter.com/treejig,0
Probably,instagram.com/music_probably,music_probably,http://www.instagram.com/music_probably,134,facebook.com/musicprobably,musicprobably,http://www.facebook.com/musicprobably,54,,"","",
Hunter Rogerson,www.instagram.com/rogersonmusic,rogersonmusic,http://www.instagram.com/rogersonmusic,95,,"","",,,"","",
Brian Antolak,,"","",,,"","",,,"","",
Clint Bracher,https://www.instagram.com/clintbracher/,clintbracher,http://www.instagram.com/clintbracher,722,https://www.facebook.com/brachermusic/,brachermusic,http://www.facebook.com/brachermusic,828,@bracher_clint,bracher_clint,http://www.twitter.com/bracher_clint,146
JFK,https://www.instagram.com/jfkmusic/,jfkmusic,http://www.instagram.com/jfkmusic,5069,https://www.facebook.com/JFK.TRAPMUSIC/#,#,http://www.facebook.com/#,No elements matched,https://twitter.com/jfk_MUSIC_,jfk_MUSIC_,http://www.twitter.com/jfk_MUSIC_,45
kool.V.I.B.rations,https://www.instagram.com/kool.v.i.b.rations/,kool.v.i.b.rations,http://www.instagram.com/kool.v.i.b.rations,404 Not Found,https://www.facebook.com/kooloras.vibrations.7,kooloras.vibrations.7,http://www.facebook.com/kooloras.vibrations.7,No elements matched,https://twitter.com/KoolRations,KoolRations,http://www.twitter.com/KoolRations,404 Not Found
Diogo C. Borges,Diogo C Borges,"","",,,"","",,,"","",
Bud Summers,https://www.instagram.com/budtunes/,budtunes,http://www.instagram.com/budtunes,1266,https://www.facebook.com/BudSummersMusic/,BudSummersMusic,http://www.facebook.com/BudSummersMusic,No elements matched,https://twitter.com/budsummers,budsummers,http://www.twitter.com/budsummers,3
Sheri Roberts Greimes,Sheri Roberts Greimes,"","",,www.Facebook.com/SingingMeArseOff,SingingMeArseOff,http://www.facebook.com/SingingMeArseOff,556,,"","",
DAV!D&CLARA,www.instagram.com/davidandclara,davidandclara,http://www.instagram.com/davidandclara,8776,www.facebook.com/davidandclara,davidandclara,http://www.facebook.com/davidandclara,9985,@davidandclara,davidandclara,http://www.twitter.com/davidandclara,0
Dena Woods,,"","",,https://www.facebook.com/DenaWoodsMusic,DenaWoodsMusic,http://www.facebook.com/DenaWoodsMusic,897,,"","",
In The Red Deeps,http://instagram.com/inthereddeeps,inthereddeeps,http://www.instagram.com/inthereddeeps,146,https://www.facebook.com/inthereddeeps,inthereddeeps,http://www.facebook.com/inthereddeeps,8,@inthereddeeps,inthereddeeps,http://www.twitter.com/inthereddeeps,1
The Ember Jar,,"","",,www.facebook.com/TheEmberJar,TheEmberJar,http://www.facebook.com/TheEmberJar,798,@TheEmberJar,TheEmberJar,http://www.twitter.com/TheEmberJar,41
Electric Stove,https://www.instagram.com/electricstovemusic/,electricstovemusic,http://www.instagram.com/electricstovemusic,374,https://www.facebook.com/ElectricStoveMusic/,ElectricStoveMusic,http://www.facebook.com/ElectricStoveMusic,253,@DaElectricStove,DaElectricStove,http://www.twitter.com/DaElectricStove,155
Beneath the Fig Tree,,"","",,,"","",,,"","",
Lonnie Gross,www.instagram.com/_emoking_,_emoking_,http://www.instagram.com/_emoking_,3160,https://www.facebook.com/profile.php?id=100000528020994,profile.php?id=100000528020994,http://www.facebook.com/profile.php?id=100000528020994,No elements matched,@_emoking_,_emoking_,http://www.twitter.com/_emoking_,997
S.H.O.N,https://www.instagram.com/shonmitch7/,shonmitch7,http://www.instagram.com/shonmitch7,151,https://www.facebook.com/shon.mitch.908,shon.mitch.908,http://www.facebook.com/shon.mitch.908,No elements matched,,"","",
Mina Alali,instagram.com/minaalalimusic,minaalalimusic,http://www.instagram.com/minaalalimusic,10848,facebook.com/minaalalimusic,minaalalimusic,http://www.facebook.com/minaalalimusic,4693,@alalimina,alalimina,http://www.twitter.com/alalimina,1
Leyshock,https://www.instagram.com/leyshock_official/,leyshock_official,http://www.instagram.com/leyshock_official,6707,https://www.facebook.com/LeyshockOfficial/,LeyshockOfficial,http://www.facebook.com/LeyshockOfficial,188,,"","",
Roro B. Sanging,https://www.instagram.com/roro_bsanging/,roro_bsanging,http://www.instagram.com/roro_bsanging,7896,https://www.facebook.com/rorobsanging/,rorobsanging,http://www.facebook.com/rorobsanging,1326,@roro_bsanging,roro_bsanging,http://www.twitter.com/roro_bsanging,18
Wave Treyy,https://www.instagram.com/wavetreyyy/,wavetreyyy,http://www.instagram.com/wavetreyyy,404 Not Found,Wavetreyy,Wavetreyy,http://www.facebook.com/Wavetreyy,No elements matched,@WaveTreyy,WaveTreyy,http://www.twitter.com/WaveTreyy,36
Les LaMotte,,"","",,https://facebook.com/les.lamotte,les.lamotte,http://www.facebook.com/les.lamotte,No elements matched,@Leseagle,Leseagle,http://www.twitter.com/Leseagle,143
Dowell,https://www.instagram.com/dowell_music/,dowell_music,http://www.instagram.com/dowell_music,75,https://www.facebook.com/DowellMusic/,DowellMusic,http://www.facebook.com/DowellMusic,67,dowell_music,dowell_music,http://www.twitter.com/dowell_music,390
Edwin Derricutt,www.instagram/edwinderricutt,edwinderricutt,http://www.instagram.com/edwinderricutt,JSON failed to parse,https://www.facebook.com/Edwin-Derricutt-34663746901/,Edwin-Derricutt-34663746901,http://www.facebook.com/Edwin-Derricutt-34663746901,310,@edwinderricutt,edwinderricutt,http://www.twitter.com/edwinderricutt,118
Hippie Robot,,"","",,,"","",,,"","",
Al Rietti,,"","",,https://www.facebook.com/Atlanta-Spanish-Guitar-School-Guitar-Lessons-and-Sale-216578298370827/,Atlanta-Spanish-Guitar-School-Guitar-Lessons-and-Sale-216578298370827,http://www.facebook.com/Atlanta-Spanish-Guitar-School-Guitar-Lessons-and-Sale-216578298370827,663,,"","",
Mike Johnson,,"","",,facebook.com/mj5410,mj5410,http://www.facebook.com/mj5410,No elements matched,,"","",
Robb Cairns,,"","",,,"","",,,"","",
SQUEEZA,,"","",,https://www.facebook.com/squeezarocks/,squeezarocks,http://www.facebook.com/squeezarocks,658,https://twitter.com/SQUEEZAGARGONE,SQUEEZAGARGONE,http://www.twitter.com/SQUEEZAGARGONE,4
"Addison Baker - \The Artist\""""",,"","",,,"","",,,"","",
Debbie Nancy,,"","",,https://www.facebook.com/debbienancyband/,debbienancyband,http://www.facebook.com/debbienancyband,21,,"","",
Shay Lamai,https://www.instagram.com/shay_lamai/,shay_lamai,http://www.instagram.com/shay_lamai,632,,"","",,,"","",
Brian Hinson,www.instagram.com/brian.hinson,brian.hinson,http://www.instagram.com/brian.hinson,157,https://www.facebook.com/storyoftodaymusic/,storyoftodaymusic,http://www.facebook.com/storyoftodaymusic,404 Not Found,@brian_today,brian_today,http://www.twitter.com/brian_today,19
Gaetano Martino,,"","",,,"","",,,"","",
Dale Sugimoto,,"","",,,"","",,,"","",
Sam Densmore,www.instagram.com/samdensmore,samdensmore,http://www.instagram.com/samdensmore,1679,https://www.facebook.com/samdensmoremusic,samdensmoremusic,http://www.facebook.com/samdensmoremusic,1708,https://twitter.com/samdensmore,samdensmore,http://www.twitter.com/samdensmore,995
LEGEND STATUS,www.instagram.com/lsmusic187,lsmusic187,http://www.instagram.com/lsmusic187,2179,www.facebook.com/legendstatus187,legendstatus187,http://www.facebook.com/legendstatus187,431,@lsmusic187,lsmusic187,http://www.twitter.com/lsmusic187,240
DoDriver,www.instagram.com/dodriver,dodriver,http://www.instagram.com/dodriver,226,www.facebook.com/dodriversocialpage,dodriversocialpage,http://www.facebook.com/dodriversocialpage,1425,@dodriver,dodriver,http://www.twitter.com/dodriver,382
