artist,songs_uploaded,plays,website,facebook,instagram,youtube,twitter
Hannah Faith,0,0,https://www.facebook.com/hannahbananashepherd,https://www.facebook.com/hannahbananashepherd,https://www.instagram.com/musical_han/,https://www.youtube.com/channel/UCrHy6cmqTx7_eVHc8pkJw3g?view_as=subscriber,@hannahfa1thh
Trickshooter Social Club,1,1,https://trickshootersocialclub.com,https://www.facebook.com/TrickShooterSocialClub/,instagram.com/trickshootersocialclub,https://www.youtube.com/channel/UCromcFFtS9TTYF0dUm5gHOg,@trickshooter5
Chazz Adonis,2,23,Soundcloud.com/ChazzAdonis,Facebook.com/chazzAdonis,@ChazzAdonis,,@Chazzadonis
Jessie from The 'Vada,3,15,https://jessiefromthevada.hearnow.com,www.facebook.com/jessiefromthevada,www.instagram.com/jessiefromthevada/,https://www.youtube.com/channel/UC1zRzDqu6KnPGLbDoyFdYeA,@jessiefromthevada
lonnie h,13,38,https://lhigginbotham52.wixsite.com/lonniehigginbotham,,,,
Wendy Clark,4,32,http://wendyclarkmusic.com,https://www.facebook.com/WendyClarkBand,https://www.instagram.com/wclarkhudson,http://youtube.com/wendyclark,https://www.twitter.com/wclarkhudson/
Pilot Haus,1,8,https://www.reverbnation.com/pilothaus,https://www.facebook.com/Pilot-Haus-1682248632022201/,https://www.instagram.com/thepilothaus/,https://youtu.be/NUPrT7p7C5s,@pilot_haus
Ryan Van Slooten,9,5,www.ryanvanslooten.com,www.facebook.com/ryanvanslootenmusic,www.instagram.com/ryanvanslooten,www.youtube.com/user/mrryanvanslooten,@ryan_vanslooten
キラヨシ,7,22,,www.facebook.com/kirayoshi.djproject,,,
Sound Spectrum Universe,1,3,,,,,
J-T Kelly,3,3,,,,,
Winter Darks,11,42,www.winterdarks.com,www.facebook.com/winterdarks,www.instagram.com/winterdarks,www.youtube.com/winterdarks,@darks_winter
Derrek Faraday,0,0,https://derrekfaraday.bandcamp.com/,,https://www.instagram.com/kaleidiac/,https://www.youtube.com/channel/UCwowZPCg0_OUga4RWEU5OAg?view_as=subscriber,Kaleidiac
Boss TJ,4,20,,www.facebook.com/TJ Winning,www.Instagram.com/bosstj773,www.youtube.com/Boss TJ,
Lady Bo$$,1,2,,,,,@LadyBossMusic
A.C. Vini-Vince,2,7,https://www.darvinentertainment.com,,,,
Kegbelly,2,28,,www.facebook.com/Kegbelly,,Kegbelly,
Austin FIllmore,1,8,https://www.austinfillmoremusic.com,https://www.facebook.com/austinfeelmore/,https://www.instagram.com/austin_fillmore,https://www.youtube.com/channel/UCRWCR392vVoqRacYFocf20w,@Austin_fillmore
Astin,4,35,astin.hearnow.com,,www.instagram.com/astinlopez,,@astin_lopez
KWN,6,124,kwnband.com,https://www.facebook.com/kwnmusic/,https://www.instagram.com/kwnmusic/,https://www.youtube.com/channel/UC-DW6SHX_M1-ohb9SfBNgEA?view_as=subscriber,@kwnmusic
Lou Stephens,1,6,www.loustephens.com,,www.instagram.com/loustephensmusic,,
KRBY,3,18,https://www.krby.me/,https://www.facebook.com/krbymusic,https://www.instagram.com/krbymusic/,https://www.youtube.com/channel/UCJmi6FgF6BykbJbrYMNypSg,@krbymusic
Mad Dog Friedman,1,1,http://maddogharp.com,https://www.facebook.com/maddogharp/,,https://www.youtube.com/channel/UCEsCz6c075dQ2xuBHVMzEgA,
Joe Feeks,2,25,,https://www.facebook.com/joefeeksmusic,https://www.instagram.com/joefeeks/,,
AmorayéAayonna,1,10,https://amoretheartist.bandcamp.com/album/the-beginning-ep,,@itsamorayeaayonna,www.youtube.com/amoretheartist,@amore_trulyrics
Maree Grays,0,0,https://www.reverbnation.com/mariedefrancisco/song/22133437-last-straw-jamming-session,,www. instagram.com/mareegrays,,
Grace Conley,3,1,graceconleymusic.com,www.facebook.com/graceconleymusic,www.instagram.com/graceconleymusic,www.youtube.com/graceconleymusic,@wideopennowhere
Narcosepsis,2,4,www.cyanideenthusiast.bandcamp.com,,www.instagram.com/cavendisharttoys,,
FadeAway,3,23,Www.soundcloud.com/fadeaway333,Www.facebook.com/fadeawayforthree,Www.instagram.com/fadeaway_music,,
Jesse & The Hogg Brothers,13,67,jesseandthehoggbrothers.com,www.facebook.com/JesseAndTheHoggBrothers,,www.youtube.com/user/JesseTheHoggBrothers,@TheHoggBrothers
BIG JAY,0,0,,,www.instagram.com/bigbandsbigjay,,@bigbandsbigjay
Clay Day,1,5,https://www.claydaymusic.com,https://www.facebook.com/ClayDay3xr/,https://www.instagram.com/clayday3xr/,https://www.youtube.com/channel/UCWkCG6oW2F0m4a6Az5P-_Yw,@clayday3xr
The Changing Perspectives,4,41,,,,,
Lp Camozzi,1,7,www.lpcamozzi.com,https://www.facebook.com/lp.camozzi,Patrick (Lp) Camozzi,https://www.youtube.com/watch?v=r2O_SdGJF28,@lpcamozzi
Mark Pennington,3,17,,,,https://www.youtube.com/channel/UC-H9tpaV72jYucVtfu085cw?view_as=subscriber,
Rick Szekelyi,1,0,,Rick Szekelyi,,,
Harvey Myers,2,9,www.harveymyersmusic.com,www.facebook.com/harveysmusic,www.instragram.com/harvey_myers,https://www.youtube.com/channel/UCVNNxP1eYhbktTII3gsI2hw,@HarveyMyersIV
Bo Hampton,1,0,,,,,
Hank Osborne,7,76,www.HankandChaz.com,https://www.facebook.com/pg/guitarwhompin,,,@HTOsborne
SonR,1,18,https://soundcloud.com/sonrmusic,,https://www.instagram.com/sonr_music/,,
Enter the Blue Sky,13,36,enterthebluesky.com,https://www.facebook.com/EnterTheBlueSky,https://www.instagram.com/enterthebluesky,https://www.youtube.com/channel/UCusj5Z8SAXUusxPHwJYiSkQ,https://twitter.com/enterthebluesky
Supper Club,5,31,www.soundcloud.com/supclub,,,,
Hail Lucatorta,0,0,,,www.instagram.com/haileylucatorta,,
Declan Kennedy,0,0,,facebook.com/declankennedymusic,instagram.com/declankennedymusic,,@stack_thedec
Jiliyah,0,0,,https://www.facebook.com/therealjiliyah/,https://www.instagram.com/jiliyah_/?hl=en,https://www.youtube.com/channel/UCyqxHLzBgGDtu-DYktasw4g,https://twitter.com/therealjiliyah
D'vyne,2,8,https://latresejefferson.wixsite.com/devyne,www.facebook.com/dvynebean,www.instagram.com/divinely_goddess,https://www.youtube.com/channel/UCJ5ImogJegoq3BLi4xNq6lQ,@DrazyBabii
Grottomatic,12,44,grottomatic.bandcamp.com,www.facebook.com/grottomatic,,,
Cago,0,0,https://soundcloud.com/kyngxlonerparti,,https://www.instagram.com/kyngcago/,https://www.youtube.com/channel/UCe39oh6G0HJFPUZFXVztT5Q,https://twitter.com/Kyng_Cago
the drowning boys,1,3,https://thedrowningboys.tumblr.com/,,,https://www.youtube.com/channel/UCURvh1camXP3tWmVt7rp2lA?view_as=subscriber,
Mc Sai'Ace Villa,5,12,https://soundcloud.com/rogue9newerasoldier/tracks,https://www.facebook.com/McYAceonLehustle/,https://www.instagram.com/original_rogue9/,https://youtu.be/1pD5WnrQHDE,@rogue914
David Wiseman - da6d,3,9,https://www.da6dmusic.com/,https://www.facebook.com/DavidAWisemanda6d/,https://www.instagram.com/da6dmusic/,https://www.youtube.com/channel/UCajc8fq1d7nYrq1b7dT8ayA?view_as=subscriber,https://twitter.com/da6dmusic
Chris Desmond,11,38,https://desmomachine.site123.me/?fbclid=IwAR1c3SF7USTsprX0WbEBhgh8BJz3sc3OQap8Mtj9xK2nxO8tMrAnIQrnHpY,https://www.facebook.com/DesmoMachine/,Brandon Desmond,https://www.youtube.com/channel/UCKt2KYHHAsBU1hw0-Kb4SxA/featured,
Camaro Brothers,2,13,,www.facebook.com/Camaro-Brothers-201308506583791/ ,,,
LaPhon$$O Count$$,4,11,,www.facebook.com/LaPhonssoCountss,www.instagram.com/laphonsso_countss,,@LaphonssoC
J C Lederman,1,7,,,,,
Ace The Hustler ,1,4,,,,,
Chris Arpad,16,61,www.chrisarpad.com,,https://www.instagram.com/chrisarpad/?hl=en,https://www.youtube.com/channel/UCjXWlluKjihuXxeGLtSIL1Q?view_as=subscriber,@chrisarpad
Circle of Fifths......Tony & Maria Annunziata,1,3,www.mtaco5.com,,,,
Patricio Johnson,4,20,,/www.facebook.com/patriciosongs,,/www.youtube.com/user/produtron,@patriciocaster
Kallie Medley,0,0,http://www.kalliemedley.com,https://www.facebook.com/kalliemedleymusic,@KallieMedleyMusic,https://www.youtube.com/channel/UCAb3qZpuXXpCj5heJ97dfBA?view_as=subscriber,
Bill HIlt,0,0,www.hiltcreativemusic.com,,,,
indi,2,9,,,https://www.instagram.com/indigoloco80/?hl=en,,
JohnnyO Ozelius,0,0,www.johnnyozelius.com,,,https://www.youtube.com/watch?v=EajrbieKxwo,
Ryan Rei,3,14,https://ryanrei.bandcamp.com/releases,N/A,https://www.instagram.com/ryanreiiguess,https://www.youtube.com/channel/UCyIpa7rA3JR4FQZnVzMREvQ,@RyanreiIguess
Jai Denise,5,34,www.jaidenise.com,https://m.facebook.com/Jai.Denise.Music/,https://www.instagram.com/jai.denise/,https://www.youtube.com/user/MizLadyEssence,
amanda levitt,0,0,https://soundcloud.com/user-715093145,,https://www.instagram.com/amandameilevitt/,,
East,1,3,,,www.instagram.com/eastmusic,,@eastfromtheeast
Docta Doc,2,6,,https://www.facebook.com/DoctaDocRecords/,,,
Heartman,0,0,heartmanmusic.com,https://www.facebook.com/HeartmanMusic/,,https://www.youtube.com/channel/UC1pMyC1jdb8Zfy6Ew4H5bXw,
Rvmen,0,0,soundcloud.com/nemvr,,instagram.com/_rvmen_,,@xrvmen
Mark Chiriboga,4,23,Mchiriboga.wix.com/markchiribogamusic,https://www.facebook.com/Mchiribogawixcommarkchiribogamusic-653297258087325/,,https://www.youtube.com/watch?v=Pr7fM7YnWOs&list=OLAK5uy_lpO-Txfp_BxHJxMkyinn3K1e9eg6BQ0C0,
Siilk Legend,14,6,https://siilklegenddsldroyale.com/,https://www.facebook.com/siilklegenddsldroyale,https://www.instagram.com/siilklegenddsldroyale/,https://www.youtube.com/user/siilklegend,@SiilkLegendDSLD
Mirrors and Lights,0,0,mirrorsandlights.bandcamp.com,www.facebook.com/mirrorsandlights/,www.instagram.com/mirrors_and_lights/,https://www.youtube.com/channel/UCnYc__r4nA0ete0SQlMgWUw,
TACO FLAME/ DEVONT’E SANG,0,0,,,,,
Fool,1,26,https://foolfool.bandcamp.com/releases,https://www.facebook.com/foolsounds/,www.instagram.com/fooljoshkevin,,
Freight Train Wes,0,0,https://soundcloud.com/wesley-coleman-2,https://www.facebook.com/FreightTrainWes/,https://www.instagram.com/freighttrain_wes/,https://www.youtube.com/channel/UC-s4sy7_4EymrE5hzyNUqBQ?view_as=subscriber,@FreightTrainWes
Sage Leary,11,78,http://www.sageleary.com/,https://www.facebook.com/profile.php?id=100008450671171,https://www.instagram.com/sage_leary/,https://www.youtube.com/c/SageLeary,https://twitter.com/sage_leary?lang=en
The BAGMEN,5,1,reverbnation.com/thebagmen,,,,
Tillmaninoff,1,7,www.broadjam.com/David Eric Tillman,,,,@tillmaninoff
Roger Nettler,4,0,https://soundcloud.com/roger-nettler,,,,
Yamica Peterson,4,11,www.msyamicapeterson.com,www.facebook.com/msyamicapeterson,www.instagram.com/msyamicapeterson,www.youtube.com/c/msyamicapeterson,@msmicapeterson
Jeff Wayne & The Hilltops,1,0,,www.facebook/jeffwayne&thehilltops,,www.youtube.com/jeffwayne&thehilltops,
The Last City,7,64,www.thelastcitymusic.com,www.facebook.com/thelastcity,www.instagram.com/thelastcity,www.youtube.com/user/thelastcityband,
Will Jacoby,0,0,willjacoby.org,,,,
Ronoc 'N' Roll,1,6,,https://www.facebook.com/ronocnroll/,https://www.instagram.com/ronoc_n_roll/,https://www.youtube.com/channel/UClModr_rGxyKcGFIgcd9aZA,@ronoc_n_roll
Opineismyname,0,0,www.opineismyname.com,www.facebook.com/opineismyname,www.instagram.com/_opineismyname_,,@_opineismyname_
Jeremy Levine,7,70,https://www.jeremylevine.net/,,,,
Kiernan Smith,10,49,,,,,
Pheal,2,24,,https://www.facebook.com/phealme/,,https://www.youtube.com/channel/UCSKvxIS7WjGm_Blz9I3DG8Q?view_as=subscriber,@Differently96
Kyle Orten,2,0,www.kyleorten.com,www.facebook.ortenkyle,,,
The Josh Lee Band,1,5,www.joshleeband.com,www.facebook.com/thejoshleeband,www.instagram.com/thejoshleeband,www.youtube.com/joshleeband,@thejoshleeband
Spence Hood,8,298,www.spencehood.com,fb.com/spencehood,instagram.com/spencetunes,https://www.youtube.com/channel/UCQ800V4ImdGgG25tgkrI0vA?view_as=subscriber,
Brandhi Irvon,0,0,,,,,
Enrique Hermes,0,0,,,,,
Andrew Cook,3,6,https://soundcloud.com/jezmund-2,,,,
Bethany Neville,0,0,,https://www.facebook.com/absurdlyinlove/,www.instagram.com/absurdlydreaming,https://www.youtube.com/channel/UCs1tXSoeEa86gwqyE_H1L2Q,
Grizz Da Bizz,1,5,,,,,@grizzdabizz
King BonsaiKid,1,5,http://kingbonsai.com/,https://www.facebook.com/thaofficialkingbk/,https://instagram.com/thaofficial_kingbk,https://www.youtube.com/channel/UCGFjsxzccXdZj1_NF4b1CZw,@KBonsaiKid
skandrik.art,0,0,http://anthonyscandrickii.worldventures.biz,https://www.facebook.com/AnthonyScandrickII,https://instagram.com/_skandrik.art,https://www.youtube.com/user/scandricksamuel24,https://mobile.twitter.com/Skandrik_art
Unmasked Illuminati,0,0,,www.facebook.com/unmaskedilluminati,,,
gabriella salvucci,3,7,,,https://www.instagram.com/gabriellas_music/,https://www.youtube.com/channel/UC6vQdmkyeba_iRIRieq414g,
Marcu$ Jarrett,6,6,https://soundcloud.com/user-353953996,,https://www.instagram.com/theemarcusjarrett/,,
Malik Ali,1,8,https://mailchi.mp/f04b981ae22d/malikali,https://www.facebook.com/RAN2226,https://www.instagram.com/malikali222618/,,https://twitter.com/Malikali0580
YoungWiz,1,0,,,,,
MCM,3,27,,https://www.facebook.com/MCMDVO/,https://www.instagram.com/dvomcm/?hl=en,https://youtu.be/vIBBbjhFxlY,https://mobile.twitter.com/home
Minna Akutsu,0,0,https://channelminna.home.blog,,https://www.instagram.com/channelminna/,https://www.youtube.com/channel/UC9f2aMppHhuxh-Nq-RvsTmA?view_as=subscriber,
NTD Presto,2,4,,,www.instagram.com/yungprestoo,www.youtube.com/channel/UCd6ntnHCuC1FIeMkbngorIA,@prestoodagod
Leysey,1,3,,,,,
ANNIE CALDER,10,55,www.anniecalder.com,www.facebook.com/anniecaldermusic,www.instagram.com/acaldermusic,www.youtube.com/user/coralwestmusic,@anniecaldermusic
Dean & the Dagumn Space Villains,0,0,,,https://www.instagram.com/deanandthedagumnspacevillans/,https://www.youtube.com/channel/UCxVVC91eDhW1Uszx4SHG8Yg,
Tommy Von,8,22,http://www.tommysgarage.us,https://www.facebook.com/TommyVonMusic/,,https://www.youtube.com/ManitouMusic,@Tommy_Von_Music
RC James,2,4,,,,,
Kidd Chris ,1,10,,,,,
ClassiqMusic,2,10,https://classiq910.wixsite.com/classiqmusic,,https://www.instagram.com/classiqmusic/,,
Bloomfield Woods,12,26,https://soundcloud.com/user-132187105,,,https://www.youtube.com/watch?v=c673ooNVYjI,
John Core Project,0,0,,www.facebook.com/johncoreproject/,,,
TeawhYB,3,24,https://www.teawhyb.com/,www.facebook.com/teawhyb,www.instagram.com/teawhyb,www.youtube.com/teawhyb,TeawhYB
Cody Joe Hodges,5,25,www.codyjoehodges.com,www.facebook.com/codyjoehodges,www.instagram.com/codyjoehodges,www.youtube.com/user/codyjoehodges,@codyjoehodges
Michael Gailinas aka The Old Folkie,0,0,bandcamp.com,Michael Gailinas,,,
Olie.G,5,29,,https://www.facebook.com/olie.gmusic/?ref=bookmarks,https://www.instagram.com/olie.g_music/?hl=en,https://www.youtube.com/channel/UCw-lI0_-MK_YB-qAYlEkoFg?view_as=subscriber,@oliegmusic
Dan Colbert,0,0,https://store.cdbaby.com/cd/dancolbert,https://m.facebook.com/DTCrecordings/?ref=bookmarks,,https://m.youtube.com/watch?v=jM_ISddn-OQ,
Sparkadiss,3,28,www.sparkadiss.com,https://www.facebook.com/sparkadiss,https://www.instagram.com/sparkadiss,http://www.youtube.com/watch?v=uiVAtTDfvLM,@sparkadiss
Gary Weiner,0,0,www.garyweiner.bandcamp.com,,,Gary Weiner Music,@gaweiner
Lucky,1,3,https://www.facebook.com/luckylyricallove/,https://www.facebook.com/luckylyricallove/,luckylyricallove,https://www.youtube.com/channel/UCdruoiHoXIM9we_RnhiJO6Q,
Laura Boswell,0,0,http://www.lauraboswellmusic.com/,https://www.facebook.com/lauraboswellmusic,https://www.instagram.com/lauraboswell/,,@LauraBosMusic
David Newey,2,7,,www.facebook/trail.mix.folk,,,
Jesse Blake Rundle,4,23,https://www.jesseblakerundle.com,https://www.facebook.com/jesseblakerundle/,https://www.instagram.com/jesserundle/,https://www.youtube.com/channel/UCXYCpgmBGGVq0m2YwpythbQ,@jesserundle
Fabp aka Fabpz the Freelancer,2,0,www.X-CaladePromotionz.com,www.facebook.com/fabpakafabpzthefreelancer,www.instagram.com/therealfabp,https://www.youtube.com/channel/UChDL1wdHQxWGknJx2eSOiHw/videos?view_as=subscriber,www.twitter.com/therealfabp
The Fource,11,15,www.thefource,,,,
Xpress_The_Machine,8,32,http://xpressthemachine.ca,http://facebook.com/xpressthemachine,http://instagram.com/xpress_the_machine,,twitter.com@xpressthemachin
Rebels of Fortune,0,0,www.rofmusic.com,Rebels of Fortune Seattle,rebelsoffortune,,RebelsofFortune
Judson Hurd,2,187,http://www.judsonhurd.com,https://www.facebook.com/judsonhurdmusic/,https://www.facebook.com/judsonhurdmusic/,https://www.youtube.com/judsonhurdmusic,https://twitter.com/judsonhurd
Ty Z,12,3,https://soundcloud.com/tyz1234,,,,
Eric West,0,0,, https://www.facebook.com/eric.west.5494360,@mcedouble,https://www.youtube.com/c/EricWestMusic,
Stn V,0,0,,,www.instagram.com/OfficialStnv,,@officialstnV
Tarantulas,0,0,www.thetarantulas.com,www.facebook.com/tarantulasmusic,www.instagram.com/tarantulasmusic,www.youtube.com/thetarantulas,@thetarantulas
Whadel,3,25,,www.facebook.com/WhadelMusiqLive,www.instagram.com/whadel,https://www.youtube.com/channel/UC-tJZKukx30TOy-92svB9-w,@whadelmusiq
Kimbo,0,0,,,,,
The Whags,4,35,www.thewhags.com,https://www.facebook.com/Thewhags/,https://www.instagram.com/thewhags/,https://www.youtube.com/channel/UC8ksao_R0979wYA84f13L3w,
pneusong,9,2,,www.facebook.com/john.schachinger.7,,,@johnschachinger2
james of mosaics,0,0,www.jamesofmosaics.com,https://www.facebook.com/jamesofmosaics/,https://www.instagram.com/james.of.mosaics.music/,https://www.youtube.com/channel/UCSMP3atQFdBE8XEFsyn-XyA,@jamesofmosaics
Svea Lyon,1,1,,,www.instagram.com/svealyon,,
Jayden Pride,3,11,,www.facebook.com/jaydenpridemusic,www.instagram.com/jaydenpridemusic,https://www.youtube.com/channel/UCjsvZ6LlFz5hNj5EZCekgQg,@jaydenpridemus
Mayne,0,0,www.iammayne.ccom,www.facebook.com/theofficialmayne,www.instagram.com/mayne_iam,www.youtube.com/mayneiam,@mayne_iam
Sarah Stallman,0,0,www.sarahstallman.com,www.facebook.com/thesingersarah,www.instagram.com/thesingersarah,www.youtube.com/c/sarahstallman,@theSingerSarah
Huzone,0,0,https://www.facebook.com/therumiroom/,https://www.facebook.com/stanschultz6000/,,https://www.youtube.com/channel/UCrAoJld_Z4AsQVnvNHxwAAg,@huzone
D Dukes,2,7,www.soundcloud.com/d-dukes,www.facebook.com/iamddukes,www.instagram.com/dukeboii,www.youtube.com/ddukestv,@iamd_dukes
Ksmoove,1,0,,,www.instagram.com/ksmoovee,,@MonsieurOrso
Steve Kapp,1,1,www.stevekapp.com,,,,@stevekapp
Beau Monroe,1,5,https://soundcloud.com/user-73507508/tlc,Beau Monroe ,theebeaumonroe ,Beau Monroe,
J. Musik,0,0,,,,,
Teka,0,0,,,,,
Victor E,1,1,https://victor-e.ca/,https://www.facebook.com/VictorEmusique,,,@VictorEmusique
Lacy Wilder,0,0,www.lacywilder.com,,www.instagram.com/lacywildermusic,https://www.youtube.com/channel/UCly06ixojwoDL5o-aHBM4yg,@lacywildermusic
James Blacktop,1,4,www.soundcloud.com/jamesblacktop,https://www.facebook.com/groups/286580591855664/?epa=SEARCH_BOX,,https://www.youtube.com/channel/UClSLz0Xz0Lr5wviauoyY-2g?view_as=subscriber,@blacktopjames
Davey G,6,31,http://www.reverbnation.com/daveyg,,,,
Brant Page,0,0,,,,,
King Taronce ,1,4,,https://m.facebook.com/OchoGangBino?ref=bookmarks,https://www.instagram.com/kingtaronce/,https://m.youtube.com/channel/UCe9IuxGykRWVHJzFAj5wszQ,@KTaronce
JAKX,1,11,www.dirty5ive.com,facebook.com/1991jakx,instagram.com/1991jakx,youtube.com/udontknowjackse,@1991jakx
Beatrice Lyon Becker,0,0,www.songandaprayer.net,,,,
Infimace-5,1,5,infimace.bandcamp.com,,,,@Infimace5
Tom Ciancio,0,0,,https://youtu.be/ybPvUiROTeE,,https://youtu.be/ybPvUiROTeE,
Noelle Micarelli,1,13,https://www.noellemicarelli.com/,https://www.facebook.com/nmicarellimusic/,https://www.instagram.com/noellemicarelli/?hl=en,https://www.youtube.com/channel/UCnE5ca1CKL8CRlP9b-a-AJA,https://twitter.com/padmees?lang=en
Brendon Donoho,0,0,https://bjdonoho.wixsite.com/brendondonoho,https://www.facebook.com/BrendonDonohoMusic/,https://www.instagram.com/brendondonoho/,https://www.youtube.com/watch?v=bZPhsYUepkQ,
Tony Stephens,5,20,,www.facebook.com/tonystephensmusic2/,,,
The Beginning,1,1,https://open.spotify.com/artist/3BAdkQ9DPydEEUexPBWr2z,https://www.facebook.com/MelekaiJoeBMI/?eid=ARAMJE8yXp_JiDY1c5Kg_cvW5_f8xSGtYLKQAWsI5AEGSZPRDkW6GUPibcFS0aWGOT1iRQStcY0nuqZv,,https://www.youtube.com/watch?v=cV9Nc6-QFhI,
Twisted Oak,2,4,https://twistedoak.bandcamp.com/,https://www.facebook.com/twistedoakmusic,https://www.instagram.com/twistedoakmusic/,,@twistedoakmusic
Ashtyn Barbaree,0,0,www.ashtynbarbaree.com,www.facebook.com/ashtynbarbaree,www.instagram.com/missashtyn,www.youtube.com/ashtynbarbaree,
The Groovebirds,16,5,https://groovebirdsmusic.com,www. facebook.com/thegroovebirds,www.instagram.com/groovebirds,www.youtube.com/thegroovebirds,@thegroovebirds
vance green,0,0,,www.facebook.com/vancegreeb,www.instagram.com/vancitop,,
Mukti Garceau Singer & Chanteuse,1,4,https://www.muktigarceau.com/singer,https://www.facebook.com/Mukti-Garceau-Voice-Over-Artist-Vocalist-173013319472412/,https://www.instagram.com/muktigarceau/,https://www.youtube.com/muktiGarceau,@MuktiGarceau
Thee Original,3,15,https://www.instagram.com/thee_original1/,,https://www.instagram.com/thee_originalmusic/,www.youtube.com/channel/UCLMD0LtRWOnB-hYdn6sk30A,@Curiosity_ki11
V.Lace,3,9,,https://www.facebook.com/vlacemuzic,,,@VLaceRnB
MollyDrive,4,26,www.soundcloud.com/mollydrive,www.facebook.com/mollydriveband,www.instagram.com/mollydrive,https://www.youtube.com/channel/UCKirNI0I5PdU5I9aw_c2QPw,@retrospectrocks
Monroe the Msg!,1,15,www.monroethemsg,https://www.facebook.com/monroethemsg/,https://www.instagram.com/monroethemsg/,https://youtu.be/cCmwzWY1F94,@monroethemsg
The Delightfully Crooked,2,0,thedelightfullycrooked.com,facebook.com/thedelightfullycrooked,instagram.com/thedelightfullycrooked,,
XTincT,0,0,https://linktr.ee/xtinct_official,https://www.facebook.com/XTinct.Official/,https://www.instagram.com/xtinct_official/,https://www.youtube.com/channel/UC4a34g-W3bS9538gYzdffjg,@xtinct_official
Barrie Dempsey,14,44,www.barriedempsey.com,https://www.facebook.com/bgdempsey,,https://www.youtube.com/watch?v=T59pWIprfBg,
Geno Moser & The Roundabouts Fl. Band,0,0,,www/Facebook/The Roundabouts Fl. Band,,www/youtube.com/genopopcorn,
AmbFounder,0,0,https://m.soundcloud.com/user-678333486,Graydt07@yahoo.com,,,Graydt07@yahoo.com
Greg Clark Jr,0,0,www.gregclarkjr.com,,www.instragram.com/1gregclarkjr,,
Sahara,0,0,https://www.vfiles.com/profile/sahara/vfiles,,www.instagram.com/sadsahara,https://www.youtube.com/channel/UCez6HYVtuDMEOwxxDdoSGWA,
Kinq Najmarr,1,2,,,www.instagram.com/kinq_najmarr,https://www.youtube.com/channel/UCWeeWSq_igc1wwpjDP_8eGg,@kinq_najmarr
Champ And The Family ,1,0,https://soundcloud.com/user-444864724,,,,
Rory and Ric,0,0,Roryandric.com,www.facebook.com/RoryRanucci,,www.youtube.com/RichardRanucci,
Shivan,4,33,http://www.shivan-music.com,https://www.facebook.com/shivanmusicpage,www.instagram.com/shivan_music,https://www.youtube.com/channel/UCbX_K8vTszKh-c23cQ0KR-A,@shivan_music
Virginia Russell,0,0,www.ratchenitza.com,,,https://www.youtube.com/channel/UCHcvu9Ow2vITvUL76mqiVRQ,
Muncy,1,19,,https://www.facebook.com/youngmuncy/,www.instagram.com/youngmuncy,https://www.youtube.com/user/youngmuncy,
lil t da don,1,0,,,https://www.instagram.com/_hoodricxx.poppout/,https://www.youtube.com/watch?v=6Td0Iq-LYUc,@babypoppout
Bay Rum ,1,2,https://bayrumbeats.beatstars.com,https://www.facebook.com/BayRumBeats/,https://www.instagram.com/bay_rum_beats/,https://www.youtube.com/channel/UCXjZnLxspj1tIln3DRK7Gbg?view_as=subscriber,
Dale Lakata,2,8,www.reverbnation.com/dalelakata,www.facebook.com/dale.lakata,https://www.instagram.com/dalelakata/,www.youtube.com/dale1962,twitter.com/dalelakata
Karen Biehl,2,7,www.maestramusica.com,,,https://www.youtube.com/user/MaestraMusic24,@MaestraMusicNow
The Dround Hounds,4,2,www.thedroundhounds.com,https://www.facebook.com/thedroundhounds/,www.instagram.com/the_dround_hounds,https://www.youtube.com/watch?v=0o6ec8d4gBg,@thedroundhounds
caden.ce,0,0,www.soundcloud.com/seaaideance222,www.facebook.com/seaaideance222,,,
Assuage,18,16,assuage.bandcamp.com,,https://www.instagram.com/assuagetheband/,,
Black Aces,1,5,www.mistarecords.net,www.facebook.com/BlackAces,,www.youtube.com/Acewunda,
Peter Stephenson,4,5,,,,,
HOOKiE,2,3,www.hookiemusic.com,www.facebook.com/hookiestlouis,www.instagram.com/hookiestlouis,www.youtube.com/channel/UCnE038R0fWjKB5zwy2YeggQ,@hookiestlouis
Daniel Anthony,2,6,www.danielanthonymusic.com,www.facebook.com/imdanthony,www.instagram.com/im_danthony,www.youtube.com/danielanthonymusic,@im_danthony
Markous Kae,2,1,www.markouskae.com,https://business.facebook.com/Mkaemusic/notifications/?business_id=2243255759249765,www.instagram.com/m_kaemusic,https://www.youtube.com/user/dpool193,@dpool
Amelia Blake,12,3,www.ameliablake.com,https://www.facebook.com/ameliablakemusic,https://www.instagram.com/ameliablakegarner,https://www.youtube.com/user/AmeliaBlakeMusic,https://twitter.com/ameliablake
T. Fredric Jones,1,0,,,,,
Regina Basin,1,11,,https://www.facebook.com/reginabasinmusic/,https://www.instagram.com/reginabasinmusic/,,
Gaylen Young,4,21,SALT CITY SONGS.COM,gaylen young,,youtube.com gaylen young,
Elisesongs,2,28,www.elisesongs.com,www.facebook/elisesongs,www.instagram/elisesongs1,,
Jon Gegelman,0,0,https://www.jongegelman.com,,www.instagram.com/JonGegelman,,@JonGegelman
The Phobes,1,0,,,https://www.instagram.com/thephobes/,https://www.youtube.com/channel/UCccBeqpdURD56oZ-OnvF3iA?view_as=subscriber,
